first_name,last_name,class,hard_skills,soft_skills,teamwork,creativity,total_score
Anis,Jlassi,5DS5,1.75,4.61,4.09,4.59,3.76
Rym,Fourati,4NIDS3,5.0,0.7,1.99,2.19,2.47
Samira,Abidi,5NIDS3,2.74,5.0,4.84,3.03,3.9
Ahmed,Toumi,5SAE2,5.0,1.12,1.35,0.08,1.89
Haythem,Cherif,5SIM3,3.23,4.96,3.16,4.85,4.05
Mehdi,Saidi,5SE2,3.53,5.0,5.0,3.11,4.16
Tarek,Nasri,2A40,2.17,2.32,2.27,4.48,2.81
Bilel,Fourati,3A22,2.85,5.0,5.0,2.89,3.93
Nabil,Hamdi,5SE2,5.0,1.41,1.19,1.6,2.3
Fethi,Driss,5TWIN2,4.94,0.11,1.45,0.83,1.83
Siwar,Jlassi,5SIM3,4.44,1.18,2.55,1.14,2.33
Rym,Gharbi,5SAE2,5.0,2.35,2.77,1.07,2.8
Wided,Jebali,2A40,2.11,4.93,5.0,2.76,3.7
Mouna,Mabrouk,4ARCTIC5,3.36,4.62,3.62,5.0,4.15
Rami,Slimani,3B10,4.17,4.02,3.43,5.0,4.16
Cyrine,Ben Amor,5IOSYS1,2.99,5.0,5.0,2.5,3.87
Ghada,Jaziri,4SAE2,1.97,1.78,2.06,4.49,2.58
Meriem,Kanzari,5IOSYS1,2.04,5.0,5.0,3.19,3.81
Sonia,Toumi,5SAE2,4.99,4.36,2.92,4.69,4.24
Sofiene,Miled,4INFINI5,2.49,4.81,4.5,5.0,4.2
Ismail,Karoui,5INFINI5,2.41,5.0,4.9,2.82,3.79
Ines,Mansour,5GAMIX1,4.89,1.82,1.53,0.0,2.06
Chokri,Mabrouk,4DS5,2.03,3.43,1.79,4.48,2.93
Amina,Ben Salah,5SLEAM2,4.89,3.7,3.24,4.36,4.05
Bechir,Ben Ali,5SE2,3.52,4.48,4.7,5.0,4.43
Olfa,Bouazizi,5INFINI5,2.15,3.54,2.74,3.96,3.1
Salma,Ghanouchi,2A40,4.16,3.53,3.09,3.54,3.58
Mouna,Hamdi,3IA,5.0,3.04,3.84,4.25,4.03
Hela,Mejri,4IOSYS1,3.41,3.35,3.32,4.94,3.76
Lobna,Karoui,4NIDS3,3.58,4.03,2.19,4.46,3.57
Sami,Cherif,4GAMIX1,1.86,2.43,1.63,5.0,2.73
Fatma,Hamdi,5SAE2,2.72,5.0,5.0,3.55,4.07
Nizar,Karoui,5IOSYS1,3.53,4.04,5.0,2.94,3.88
Ahmed,Gharbi,3B10,3.74,1.66,3.54,4.42,3.34
Rim,Sassi,4DS5,3.8,3.81,3.65,4.72,3.99
Manel,Jaziri,4GAMIX1,3.07,4.59,4.7,5.0,4.34
Hiba,Zayani,5SE2,2.59,5.0,4.64,3.1,3.83
Rami,Baccouche,4DS5,5.0,2.97,4.18,4.16,4.08
Mourad,Baccouche,5SIM3,2.58,5.0,5.0,4.0,4.14
Leila,Jaziri,5SE2,5.0,0.76,1.67,0.96,2.1
Nour,Kanzari,5SLEAM2,1.69,1.32,1.55,4.46,2.25
Ali,Jebali,4SIM3,5.0,1.86,1.93,0.82,2.4
Nizar,Haddad,5IOSYS1,2.64,5.0,5.0,3.14,3.95
Karim,Khemiri,4IOSYS1,2.46,4.17,5.0,2.74,3.59
Skander,Mejri,5DS5,2.99,4.83,4.92,2.81,3.89
Skander,Hamdi,5NIDS3,3.83,4.84,3.2,5.0,4.22
Samira,Guettari,4TWIN2,5.0,2.7,3.22,4.42,3.84
Amina,Miled,5TWIN2,5.0,2.94,3.57,2.43,3.48
Lobna,Ben Salah,5NIDS3,3.3,3.55,5.0,3.05,3.73
Hiba,Saidi,4NIDS3,3.17,1.8,2.78,5.0,3.19
Hamza,Abidi,5TWIN2,2.56,2.24,1.75,4.94,2.87
Oumaima,Makni,5SAE2,3.53,5.0,4.26,3.53,4.08
Sami,Turki,4DS5,2.82,2.91,3.84,4.03,3.4
Zaineb,Ayari,5SE2,2.26,4.88,5.0,2.24,3.59
Lina,Makni,5INFINI5,2.82,4.56,3.72,4.69,3.95
Sofiene,Abidi,5BI2,3.05,3.84,3.38,5.0,3.82
Amina,Hamdi,4BI2,5.0,1.69,2.28,2.5,2.87
Wafa,Zouari,3B10,4.18,3.97,3.27,3.41,3.71
Mouna,Driss,5GAMIX1,4.93,4.23,3.11,4.41,4.17
Marwen,Maaloul,5SAE2,4.86,1.41,3.26,4.48,3.5
Mariem,Ammar,4INFINI5,3.62,5.0,3.57,4.84,4.26
Bechir,Slimani,4INFINI5,3.81,2.7,3.22,4.47,3.55
Fares,Ammar,1A20,2.29,2.21,1.96,5.0,2.87
Ghada,Karoui,1A20,5.0,1.2,3.28,0.39,2.47
Leila,Miled,4SIM3,4.01,3.52,5.0,4.03,4.14
Nadia,Rekik,3A22,4.84,2.06,4.13,3.61,3.66
Aymen,Slimani,4SIM3,5.0,3.24,3.67,3.94,3.96
Nour,Khemiri,4ARCTIC5,5.0,3.54,3.69,3.49,3.93
Fatma,Ammar,5GAMIX1,5.0,2.29,3.65,4.91,3.96
Oumaima,Lahmar,5ARCTIC5,5.0,2.04,3.11,1.11,2.81
Ali,Driss,2A40,4.29,2.19,3.2,4.37,3.51
Dorra,Abidi,4ARCTIC5,4.32,2.76,3.9,4.9,3.97
Chokri,Ferjani,5BI2,3.63,4.9,3.36,4.82,4.18
Zied,Jaziri,2P1,3.62,5.0,4.11,2.69,3.85
Olfa,Hamdi,4DS5,3.43,2.69,1.2,5.0,3.08
Iheb,Slimani,5SLEAM2,2.87,5.0,5.0,3.01,3.97
Fatma,Sassi,5GAMIX1,5.0,1.37,1.86,0.44,2.17
Hamza,Haddad,5TWIN2,5.0,2.54,3.32,4.46,3.83
Siwar,Gharbi,5IOSYS1,5.0,1.8,1.46,1.97,2.56
Farah,Maaloul,5SE2,5.0,0.73,2.95,0.08,2.19
Oussama,Ferjani,3IA,4.85,0.63,3.63,1.21,2.58
Iheb,Mabrouk,4DS5,4.06,4.89,5.0,3.42,4.34
Hend,Sassi,5IOSYS1,3.04,3.86,4.57,3.57,3.76
Oussama,Driss,5GAMIX1,5.0,3.53,3.67,3.76,3.99
Asma,Ammar,4SIM3,4.57,1.82,2.56,0.9,2.46
Marwen,Driss,5NIDS3,2.38,3.71,5.0,2.6,3.42
Lotfi,Gharbi,1A20,3.97,5.0,4.75,3.99,4.43
Hend,Ammar,4SLEAM2,5.0,2.11,2.02,1.19,2.58
Nour,Karoui,2A40,3.71,3.32,4.51,3.95,3.87
Cyrine,Guettari,4NIDS3,3.2,2.44,3.5,4.55,3.42
Yasmine,Rekik,5INFINI5,2.72,5.0,5.0,2.63,3.84
Nadia,Baccouche,5IOSYS1,4.71,2.79,2.39,3.67,3.39
Leila,Maaloul,5SE2,5.0,2.09,1.08,1.21,2.35
Lobna,Driss,5TWIN2,3.36,3.81,4.42,4.71,4.08
Karim,Ayari,5TWIN2,2.59,4.96,5.0,2.78,3.83
Sami,Guettari,5SAE2,1.36,3.43,4.25,4.56,3.4
Youssef,Jebali,5SIM3,4.01,3.5,4.22,4.54,4.06
Khalil,Lahmar,4TWIN2,5.0,1.5,1.73,2.65,2.72
Hiba,Fourati,4ARCTIC5,5.0,2.3,2.32,3.33,3.24
Olfa,Saidi,5SLEAM2,2.67,4.99,4.93,2.18,3.69
Dorra,Ayari,2A40,5.0,2.69,4.85,3.85,4.1
Siwar,Lahmar,5INFINI5,3.03,5.0,5.0,3.03,4.01
Lobna,Abidi,4SIM3,2.71,5.0,5.0,2.37,3.77
Rym,Baccouche,4NIDS3,2.55,5.0,4.13,4.64,4.08
Ghassen,Chaabane,3B10,1.11,3.08,1.43,5.0,2.65
Nadia,Driss,4TWIN2,2.96,1.4,1.98,4.86,2.8
Chaima,Toumi,2A40,4.39,1.81,1.67,1.12,2.25
Nizar,Sassi,4BI2,5.0,2.9,2.66,3.29,3.46
Khalil,Slimani,4SAE2,3.72,3.1,3.37,4.56,3.69
Samira,Zouari,3A22,5.0,1.9,3.01,1.32,2.81
Leila,Khemiri,3A22,2.78,1.45,0.52,5.0,2.44
Manel,Bouazizi,3A22,3.32,4.0,5.0,5.0,4.33
Youssef,Khemiri,5TWIN2,4.17,3.06,3.38,4.54,3.79
Mehdi,Ben Amor,5IOSYS1,2.02,2.19,0.88,4.67,2.44
Lobna,Belkhir,4SAE2,3.61,3.44,3.33,4.6,3.74
Haythem,Mansour,5SIM3,2.7,4.99,3.83,3.45,3.74
Rami,Mejri,2A40,4.77,3.0,3.36,4.94,4.02
Mehdi,Makni,4TWIN2,2.72,4.73,5.0,3.17,3.91
Zied,Slimani,3A22,2.56,3.71,5.0,5.0,4.07
Meriem,Sassi,4SE2,5.0,1.55,1.99,0.0,2.13
Wassim,Slimani,5SE2,4.48,3.34,2.39,4.37,3.64
Hela,Guettari,5BI2,1.11,4.95,4.56,4.69,3.83
Khalil,Nasri,5GAMIX1,2.74,5.0,4.9,2.43,3.77
Ismail,Ben Amor,5SAE2,4.45,3.83,3.61,4.13,4.0
Hamza,Khemiri,2A40,3.56,1.02,2.6,1.11,2.07
Rim,Chebbi,5SAE2,4.1,3.02,3.21,4.75,3.77
Wassim,Mabrouk,3B10,2.01,4.98,5.0,3.49,3.87
Haythem,Chaabane,4SE2,5.0,3.44,3.65,5.0,4.27
Fares,Lahmar,2P1,5.0,3.12,3.52,3.98,3.9
Foued,Jebali,4IOSYS1,4.81,2.28,3.27,4.08,3.61
Ines,Rekik,5SLEAM2,5.0,0.46,1.56,0.76,1.94
Anis,Lahmar,5GAMIX1,5.0,1.1,2.9,0.61,2.4
Amina,Jaziri,4SE2,4.7,2.71,4.03,4.29,3.93
Lotfi,Mejri,4SE2,2.88,4.84,4.76,4.08,4.14
Marwen,Lahmar,5GAMIX1,4.89,2.16,3.93,3.23,3.55
Nabil,Guettari,2A40,5.0,0.85,2.8,1.28,2.48
Meriem,Bouazizi,4BI2,5.0,1.16,1.45,1.37,2.25
Farah,Hamdi,4SE2,1.33,3.18,1.42,3.29,2.31
Fatma,Abidi,5BI2,4.95,1.41,0.45,0.52,1.83
Omar,Nasri,5SE2,4.37,2.97,4.03,4.95,4.08
Ines,Ayari,4NIDS3,4.96,2.31,4.56,5.0,4.21
Rania,Rekik,5ARCTIC5,3.88,4.39,4.65,3.86,4.2
Nour,Ben Ali,5SLEAM2,2.24,1.33,2.16,5.0,2.68
Lotfi,Saidi,4INFINI5,4.37,4.73,4.44,5.0,4.64
Lotfi,Sassi,2A40,5.0,1.74,2.66,0.93,2.58
Zaineb,Ferjani,3B10,3.0,4.66,5.0,3.95,4.15
Farah,Baccouche,4SE2,1.86,3.19,3.12,4.19,3.09
Karim,Karoui,4SE2,2.75,5.0,4.88,2.83,3.86
Adel,Ayari,5NIDS3,2.05,5.0,4.92,2.8,3.69
Yasmine,Hamdi,3B10,5.0,3.97,3.54,3.39,3.98
Yasmine,Driss,1A20,2.51,5.0,5.0,3.04,3.89
Salma,Mansour,5IOSYS1,3.28,4.53,4.08,3.91,3.95
Karim,Turki,2P1,4.62,2.17,1.77,1.11,2.42
Adel,Fourati,5SE2,0.89,3.32,1.96,5.0,2.79
Foued,Mejri,5TWIN2,5.0,0.0,1.81,1.77,2.14
Emna,Ben Amor,3IA,3.24,1.83,0.79,5.0,2.71
Samira,Trabelsi,4SIM3,3.62,4.23,4.03,4.46,4.08
Lina,Maaloul,3A22,1.89,2.78,2.83,4.45,2.99
Rym,Mansour,4DS5,4.98,3.28,2.72,4.48,3.87
Wided,Zayani,4GAMIX1,5.0,1.2,1.61,0.75,2.14
Foued,Saidi,4SLEAM2,4.72,3.6,1.86,0.46,2.66
Samira,Jebali,4IOSYS1,2.37,5.0,5.0,2.46,3.71
Fethi,Chebbi,4SIM3,4.27,3.41,3.42,3.63,3.68
Youssef,Khlifi,5DS5,3.19,2.62,1.9,5.0,3.18
Lina,Slimani,5GAMIX1,3.5,4.8,5.0,2.64,3.99
Sami,Ben Salah,4BI2,5.0,1.19,2.0,0.74,2.23
Walid,Lahmar,4INFINI5,3.63,5.0,4.48,5.0,4.53
Nabil,Toumi,4SAE2,3.75,0.18,2.94,0.0,1.72
Hiba,Ben Amor,5SE2,3.19,4.93,4.82,3.75,4.17
Chokri,Nasri,5TWIN2,5.0,3.26,3.08,4.39,3.93
Nour,Baccouche,1A20,5.0,2.83,3.63,4.34,3.95
Olfa,Abidi,5SE2,2.63,3.97,4.02,4.5,3.78
Amine,Baccouche,4GAMIX1,5.0,0.73,1.57,0.0,1.83
Amine,Maaloul,4TWIN2,1.9,4.99,5.0,2.83,3.68
Hatem,Maaloul,5DS5,4.66,1.21,2.38,1.34,2.4
Sami,Driss,5BI2,4.78,1.25,2.28,0.0,2.08
Khadija,Driss,4GAMIX1,2.03,5.0,5.0,2.61,3.66
Leila,Mabrouk,5BI2,1.99,4.74,4.86,3.36,3.74
Cyrine,Slimani,5GAMIX1,2.15,3.94,5.0,1.72,3.2
Wafa,Slimani,5SLEAM2,5.0,0.76,3.69,1.05,2.62
Lotfi,Ayari,5SLEAM2,4.94,2.41,3.89,3.95,3.8
Farah,Toumi,4SAE2,4.99,0.53,3.39,0.0,2.23
Khalil,Saidi,4SAE2,3.71,4.09,2.52,4.6,3.73
Hatem,Ghanouchi,4NIDS3,3.17,4.21,3.06,5.0,3.86
Leila,Jlassi,4GAMIX1,5.0,2.72,2.84,4.71,3.81
Samira,Fourati,4BI2,4.98,3.11,3.56,5.0,4.16
Ghassen,Ferjani,5GAMIX1,5.0,1.07,2.06,1.13,2.32
Rim,Rekik,5DS5,3.68,4.05,4.3,5.0,4.26
Khadija,Toumi,5SAE2,1.98,0.84,3.27,5.0,2.77
Cyrine,Kanzari,5ARCTIC5,4.38,4.38,3.97,3.73,4.12
Walid,Cherif,5INFINI5,2.91,5.0,4.26,1.95,3.53
Asma,Fourati,5NIDS3,5.0,0.52,2.48,0.83,2.21
Marwen,Ferjani,4IOSYS1,4.52,2.49,2.39,5.0,3.6
Adel,Miled,5BI2,1.79,5.0,4.07,4.03,3.73
Anis,Saidi,4ARCTIC5,0.77,2.5,2.12,3.66,2.26
Amina,Ghanouchi,5GAMIX1,2.28,5.0,4.93,3.89,4.02
Eya,Slimani,4BI2,3.18,4.99,4.07,5.0,4.31
Walid,Makni,4SLEAM2,1.86,5.0,4.08,5.0,3.98
Lina,Chaabane,4DS5,4.84,2.46,3.53,3.73,3.64
Asma,Chebbi,5TWIN2,4.71,0.39,1.69,1.54,2.08
Chokri,Chebbi,3A22,3.95,4.37,4.2,4.4,4.23
Sofiene,Chouchene,5BI2,4.64,2.54,2.79,2.31,3.07
Karim,Slimani,5SLEAM2,5.0,2.22,0.86,0.9,2.24
Lotfi,Ben Amor,5SIM3,3.11,4.41,4.79,4.28,4.15
Fatma,Bouazizi,2P1,2.41,4.74,3.49,4.05,3.68
Omar,Slimani,3IA,2.94,2.18,2.17,5.0,3.07
Adel,Jlassi,5DS5,3.94,2.94,1.69,0.59,2.29
Lotfi,Bouazizi,5SAE2,1.64,5.0,4.44,2.58,3.41
Zaineb,Ben Ali,4SAE2,2.74,2.87,2.74,5.0,3.34
Nizar,Ammar,5TWIN2,3.47,4.08,3.13,4.78,3.87
Amel,Ferjani,5SLEAM2,2.32,2.09,3.07,4.81,3.07
Amel,Mansour,3IA,4.96,1.29,0.64,1.96,2.21
Foued,Lahmar,4BI2,3.03,3.79,3.52,5.0,3.83
Walid,Ferjani,4INFINI5,3.72,4.94,5.0,2.56,4.06
Foued,Khemiri,4ARCTIC5,5.0,3.85,3.96,3.11,3.98
Nabil,Ben Amor,4INFINI5,5.0,2.4,1.84,0.33,2.39
Walid,Hamdi,5BI2,2.35,4.33,4.1,4.56,3.84
Rania,Nasri,3IA,2.73,3.75,4.61,5.0,4.02
Amel,Ben Salah,5SLEAM2,0.26,1.97,1.44,5.0,2.17
Skander,Toumi,5INFINI5,1.26,2.25,2.24,5.0,2.69
Amine,Karoui,4SAE2,2.33,4.56,4.18,3.19,3.56
Oumaima,Kanzari,4NIDS3,1.22,2.99,1.16,4.67,2.51
Rim,Cherif,4DS5,4.44,2.04,1.54,1.72,2.44
Zaineb,Zayani,4GAMIX1,4.44,2.41,1.13,0.83,2.2
Amine,Chouchene,4NIDS3,3.24,4.22,3.41,5.0,3.97
Khalil,Ben Salah,4DS5,4.09,1.64,1.91,1.3,2.23
Skander,Abidi,4NIDS3,1.71,4.36,5.0,4.31,3.84
Mehdi,Chouchene,4GAMIX1,2.3,4.46,3.92,3.27,3.49
Hamza,Ghanouchi,3IA,5.0,1.77,1.65,1.14,2.39
Sami,Zayani,3B10,2.45,4.89,4.36,4.3,4.0
Mariem,Jaziri,5BI2,4.5,2.81,4.12,4.16,3.9
Tarek,Jebali,4INFINI5,4.43,2.78,1.96,1.3,2.62
Manel,Haddad,5GAMIX1,3.37,4.04,3.78,4.43,3.91
Sofiene,Ferjani,4INFINI5,3.22,4.67,4.47,4.11,4.12
Ali,Baccouche,4SIM3,2.85,4.8,4.31,5.0,4.24
Mehdi,Lahmar,1A20,4.24,1.52,2.11,0.28,2.04
Aymen,Kanzari,5BI2,2.22,5.0,4.29,2.69,3.55
Ismail,Chebbi,4BI2,1.85,1.56,2.73,5.0,2.78
Ismail,Nasri,3B10,2.64,5.0,4.71,2.96,3.83
