first_name,last_name,gender,age,nationality,hard_skills,soft_skills,teamwork,creativity,class
Sheryl,Scott,Male,25,Malian,1.74,2.72,0.87,4.37,3B88
Sarah,Sanchez,Female,43,Senegalese,2.32,2.07,3.92,3.19,4D20
Ian,Huber,Male,24,Moroccan,3.38,2.75,2.4,4.27,2C55
Nicole,Hall,Female,33,Libyan,3.04,3.1,3.1,4.84,3B88
Lindsey,Frank,Male,45,Senegalese,2.63,3.31,2.94,3.32,4D20
Daniel,Martin,Male,37,Cameroonian,1.63,0.95,3.33,3.5,1A100
Cheyenne,Richardson,Female,18,Libyan,2.81,4.87,4.69,1.64,1A100
Todd,Turner,Female,23,Malian,5.0,1.56,1.38,0.73,1A100
John,Powers,Female,31,Algerian,4.25,0.38,4.82,0.01,1A100
Monique,Ward,Female,32,Moroccan,0.63,4.36,0.55,0.54,4D20
Sean,Avery,Female,24,Libyan,0.28,0.93,1.56,0.14,1A100
Tina,Petty,Female,43,Egyptian,4.26,0.96,3.81,3.24,2C55
Christopher,Baker,Male,24,Malian,2.53,1.92,1.92,3.84,1A100
Austin,Vazquez,Male,43,Algerian,1.37,2.77,2.65,3.22,4D20
Andrea,Davis,Female,41,Libyan,1.51,1.61,3.07,1.76,1A100
Willie,Morales,Female,32,Cameroonian,2.86,1.67,2.65,2.31,2C55
Angelica,Smith,Female,24,Cameroonian,0.68,4.71,4.84,1.34,1A100
Amber,Mccann,Female,41,Senegalese,4.66,1.57,3.86,3.74,1A100
Timothy,Freeman,Female,29,Tunisian,2.33,3.76,2.51,3.31,4D20
April,Lopez,Female,24,Malian,4.91,2.44,0.83,0.55,4D20
Amy,Melendez,Female,24,Moroccan,3.36,3.38,0.31,2.19,2C55
Keith,Peters,Female,31,Senegalese,3.09,1.98,0.53,1.8,3B88
Morgan,Hubbard,Male,34,Moroccan,3.88,1.82,3.8,0.17,2C55
Billy,Hobbs,Male,30,Egyptian,0.58,4.39,2.96,3.25,3B88
Katie,Wright,Female,27,Tunisian,4.29,4.81,0.32,1.91,1A100
Kathleen,Russell,Male,40,Cameroonian,2.36,2.28,4.46,3.48,4D20
Christina,Richardson,Female,23,Algerian,2.31,4.72,2.91,1.13,1A100
Tina,Webb,Male,37,Algerian,1.78,1.6,4.95,0.67,1A100
Teresa,Smith,Female,40,Algerian,2.42,1.25,1.33,3.73,2C55
James,Williams,Female,33,Moroccan,0.36,2.79,1.15,4.67,4D20
Pamela,Davis,Male,44,Egyptian,1.56,0.12,3.71,3.54,4D20
Tiffany,Taylor,Female,36,Algerian,2.74,3.57,3.7,2.63,1A100
Jonathan,Cole,Male,34,Malian,2.93,4.79,0.19,4.42,1A100
Kenneth,Mayer,Male,20,Algerian,4.61,1.46,0.05,2.6,4D20
Raymond,Gonzalez,Male,40,Algerian,4.62,2.82,0.4,0.37,2C55
Julie,Gonzales,Female,35,Libyan,2.81,4.15,1.11,2.98,2C55
Jennifer,Gray,Male,39,Moroccan,3.11,0.06,4.35,1.32,4D20
Luis,King,Female,34,Senegalese,3.43,1.77,2.74,4.78,4D20
Cheryl,Stewart,Male,43,Egyptian,0.11,0.28,3.33,4.83,4D20
Pamela,Hartman,Female,31,Malian,2.55,3.29,1.59,0.98,2C55
Shannon,Jones,Female,18,Senegalese,1.87,4.77,3.29,3.31,4D20
Manuel,Peters,Female,22,Tunisian,2.03,3.63,2.42,0.99,2C55
Elizabeth,Zimmerman,Female,28,Senegalese,2.26,4.13,3.48,0.57,4D20
Samantha,Austin,Female,35,Moroccan,1.12,3.2,2.79,1.19,1A100
Nathan,Cline,Male,39,Libyan,1.81,1.16,4.79,0.01,3B88
Tiffany,Glenn,Male,33,Egyptian,3.02,1.33,4.62,4.1,2C55
Nicole,Scott,Male,36,Cameroonian,2.37,3.46,1.28,1.43,4D20
Jaclyn,Castillo,Female,30,Libyan,1.35,4.68,4.23,3.65,1A100
Allison,Wilson,Female,34,Cameroonian,2.21,1.67,1.33,4.87,3B88
Sydney,Hahn,Female,24,Senegalese,4.77,4.52,1.64,3.44,4D20
Devon,Tucker,Male,38,Libyan,2.8,0.06,3.77,4.98,1A100
Stanley,Espinoza,Male,34,Senegalese,3.09,3.69,4.43,0.83,2C55
David,Buchanan,Female,24,Senegalese,1.5,3.31,3.81,4.89,3B88
Lauren,Pierce,Female,40,Malian,3.43,2.25,4.43,3.06,1A100
Mary,Douglas,Male,40,Algerian,2.04,3.67,2.78,4.92,4D20
Megan,Kelly,Male,42,Cameroonian,3.8,4.17,3.93,3.39,2C55
Linda,Hernandez,Female,26,Algerian,0.74,0.12,4.98,3.94,4D20
Rebecca,Williams,Male,26,Moroccan,1.5,4.67,2.71,0.95,4D20
Mia,Rogers,Female,38,Senegalese,2.54,0.24,0.11,3.43,2C55
James,Hatfield,Male,29,Algerian,4.32,2.48,0.24,0.9,2C55
Joel,Hernandez,Female,19,Algerian,1.4,3.55,3.01,1.21,2C55
John,Gray,Female,20,Senegalese,0.24,1.41,0.35,3.17,3B88
Stephen,Robinson,Female,39,Libyan,3.75,0.08,3.16,0.6,1A100
Jennifer,Brennan,Female,27,Tunisian,1.17,3.16,2.9,2.83,4D20
Dana,Lee,Male,21,Egyptian,3.63,2.99,0.54,3.21,2C55
Kimberly,Davis,Male,39,Malian,3.54,0.34,1.01,0.49,1A100
Sandra,Nixon,Female,39,Egyptian,1.27,2.43,4.22,4.83,2C55
Sabrina,Gilmore,Female,28,Malian,0.81,2.9,3.15,2.04,4D20
Paula,Vazquez,Male,25,Algerian,1.96,3.38,3.35,1.55,4D20
Margaret,Ortiz,Male,36,Senegalese,3.38,3.02,4.66,3.49,4D20
Wendy,Bryant,Male,29,Senegalese,4.35,2.34,0.09,3.43,3B88
Scott,Hall,Female,37,Senegalese,0.98,2.13,4.83,1.6,2C55
Robin,Valenzuela,Female,27,Malian,4.37,0.42,3.44,0.65,2C55
Andrea,Wright,Male,38,Egyptian,4.9,4.65,3.11,1.59,2C55
Mary,Nunez,Female,29,Algerian,1.48,2.04,3.16,0.11,1A100
April,Johnson,Male,26,Cameroonian,1.97,3.39,1.72,2.14,4D20
Nancy,Vargas,Female,35,Senegalese,3.04,0.97,1.99,3.01,4D20
Melissa,Martinez,Male,26,Egyptian,0.97,4.95,0.38,3.76,3B88
Sarah,Travis,Female,28,Libyan,3.5,1.1,4.02,0.69,2C55
Robert,Turner,Female,33,Egyptian,5.0,0.11,2.36,2.45,3B88
Michael,Dalton,Female,33,Senegalese,1.68,0.01,2.29,4.77,1A100
Lauren,Hahn,Female,26,Tunisian,2.18,1.36,4.06,4.57,2C55
Luis,Lutz,Male,22,Cameroonian,3.6,4.46,3.86,4.07,4D20
Keith,Jackson,Female,39,Senegalese,3.92,4.47,4.53,4.89,2C55
Jennifer,Perry,Female,41,Cameroonian,1.75,4.97,1.11,1.25,2C55
Mark,Wong,Male,23,Moroccan,2.94,2.52,1.34,2.28,3B88
Megan,Alvarado,Female,44,Libyan,4.14,1.35,3.56,0.27,1A100
Michael,Sullivan,Female,25,Tunisian,4.21,1.35,2.3,3.57,4D20
Daniel,Moody,Male,18,Libyan,4.34,1.79,1.11,3.48,2C55
Ryan,Perkins,Male,40,Moroccan,2.19,4.21,3.45,3.07,3B88
Gerald,Bush,Male,30,Moroccan,3.02,0.12,1.97,4.76,2C55
Emily,Bridges,Male,20,Libyan,1.66,0.75,4.92,1.12,1A100
Mary,Matthews,Male,25,Senegalese,2.19,1.98,2.29,1.32,4D20
William,Hall,Female,39,Cameroonian,1.99,0.71,4.82,4.85,3B88
Andrew,Ballard,Female,23,Cameroonian,3.94,1.02,3.08,2.83,3B88
Dawn,Espinoza,Female,20,Algerian,1.24,1.59,3.95,1.84,3B88
Joseph,Villanueva,Female,35,Cameroonian,4.6,4.87,0.45,1.27,1A100
Amber,Hughes,Female,38,Senegalese,4.24,0.93,0.56,3.72,4D20
David,Thomas,Male,26,Moroccan,3.83,3.33,2.03,0.26,4D20
Sara,Miller,Female,42,Tunisian,2.81,2.25,0.12,3.95,1A100
Paul,Singh,Female,41,Libyan,4.34,2.63,0.27,3.42,3B88
Randy,Sims,Female,40,Cameroonian,2.24,2.87,0.8,0.41,3B88
Heather,Burch,Male,29,Cameroonian,0.5,3.36,2.06,0.67,2C55
Matthew,Murray,Female,38,Moroccan,2.73,2.75,4.55,0.92,1A100
James,Glover,Male,32,Libyan,2.34,0.85,4.58,1.54,4D20
Keith,Rodriguez,Female,19,Moroccan,1.82,1.07,4.31,0.86,4D20
Bryan,Trevino,Male,44,Moroccan,2.75,2.81,3.83,2.35,1A100
John,Ramos,Male,39,Algerian,3.85,3.37,2.29,1.15,4D20
Samantha,Howard,Female,37,Tunisian,0.15,2.31,1.12,4.32,1A100
Michael,Myers,Female,27,Libyan,0.03,4.69,2.26,0.28,2C55
Sarah,Waters,Female,41,Tunisian,4.71,4.16,3.03,2.46,2C55
Lisa,Smith,Female,29,Tunisian,2.65,0.82,4.74,2.32,3B88
Emily,Higgins,Female,39,Moroccan,1.3,0.38,0.79,1.86,3B88
Carlos,Watkins,Female,37,Moroccan,3.02,2.15,3.28,2.01,4D20
Vincent,Ramos,Female,23,Malian,3.64,2.9,0.72,2.65,3B88
Brad,Phillips,Male,37,Senegalese,1.89,3.18,4.62,1.48,3B88
David,Osborne,Male,35,Tunisian,1.99,4.19,3.08,1.2,1A100
Robert,Graves,Male,27,Cameroonian,3.65,1.1,3.25,4.44,1A100
Denise,Sullivan,Male,33,Moroccan,2.55,2.76,3.84,2.1,3B88
Carol,Green,Female,18,Senegalese,0.11,4.81,4.01,4.77,1A100
Jeremiah,Kennedy,Male,29,Algerian,1.95,4.26,1.5,4.3,1A100
Rebecca,Wells,Female,39,Algerian,2.52,0.2,2.46,0.15,3B88
Jodi,Cook,Female,25,Egyptian,0.93,2.66,0.24,2.33,3B88
Michael,Ortiz,Male,20,Tunisian,0.7,0.23,1.29,0.95,1A100
Holly,Clark,Male,37,Senegalese,3.93,2.16,0.56,4.72,4D20
Jessica,Villegas,Male,38,Cameroonian,0.97,3.44,2.74,2.5,2C55
Kevin,Smith,Female,30,Malian,0.78,4.8,3.79,3.51,4D20
Brenda,Turner,Female,28,Cameroonian,0.93,3.98,4.68,0.33,2C55
Jasmin,Huber,Male,44,Malian,4.55,1.09,0.18,4.41,4D20
Terry,Ferguson,Male,41,Egyptian,2.49,2.4,4.3,3.5,3B88
Leslie,Taylor,Male,41,Algerian,4.3,1.76,1.83,0.78,3B88
Clayton,Hughes,Female,45,Cameroonian,3.13,2.83,2.88,3.07,1A100
Katherine,Vang,Female,36,Algerian,4.7,3.77,4.27,3.96,4D20
James,Reynolds,Male,34,Algerian,1.73,2.36,1.13,0.32,3B88
Andrew,Scott,Male,20,Libyan,3.57,3.57,1.87,0.87,1A100
Shelby,Munoz,Female,33,Senegalese,1.32,0.09,0.77,1.84,2C55
Evan,Munoz,Male,39,Tunisian,3.66,4.41,3.32,3.74,1A100
Nicole,Sutton,Male,42,Algerian,3.69,4.06,1.91,4.36,4D20
Rachel,Mcdonald,Female,27,Egyptian,1.98,1.21,3.49,0.12,1A100
Paul,Wallace,Female,29,Libyan,1.29,0.48,2.47,3.51,4D20
Kaitlyn,Sutton,Female,33,Senegalese,1.72,1.12,3.96,1.83,3B88
Justin,Ball,Male,39,Libyan,1.01,0.94,1.66,2.56,4D20
Amy,Bradford,Female,30,Tunisian,1.28,2.4,3.3,1.27,3B88
Hannah,Neal,Male,22,Cameroonian,1.15,0.85,2.49,4.8,2C55
Jason,Pace,Male,26,Senegalese,4.63,2.8,2.08,3.62,1A100
Steven,Gill,Female,28,Libyan,1.48,2.92,0.13,3.63,2C55
Jessica,Watkins,Male,39,Senegalese,2.64,4.2,0.08,1.86,2C55
John,Hartman,Female,19,Egyptian,4.52,2.32,3.95,1.79,2C55
Joshua,Dougherty,Female,22,Senegalese,0.53,1.04,1.77,0.67,4D20
Pamela,Wright,Male,38,Senegalese,3.51,1.44,4.27,0.47,1A100
John,Bowman,Male,43,Algerian,0.51,2.67,0.45,4.48,2C55
Linda,Christian,Female,28,Libyan,1.07,1.15,4.01,1.44,1A100
Karen,Martinez,Female,41,Senegalese,4.98,3.23,4.72,1.47,3B88
Jennifer,Wright,Male,39,Senegalese,3.84,4.75,3.76,2.32,4D20
Ian,Scott,Male,25,Malian,4.71,2.89,3.8,2.68,4D20
Kara,Davis,Female,18,Tunisian,2.94,4.41,1.12,1.21,1A100
Sharon,Dunlap,Female,23,Libyan,4.26,2.14,1.71,1.29,3B88
Gerald,Lang,Male,25,Egyptian,4.15,1.61,2.2,1.59,1A100
Luke,Harrell,Male,29,Tunisian,3.3,3.96,1.68,4.44,4D20
Jeffrey,Davis,Female,20,Libyan,3.82,4.29,1.33,0.59,4D20
Manuel,Fuller,Male,45,Malian,4.91,3.9,1.53,0.83,4D20
Sandra,Carlson,Male,22,Libyan,1.56,1.58,1.46,4.79,2C55
Sara,Lewis,Male,38,Senegalese,1.56,2.12,1.81,2.76,3B88
Fred,Brown,Female,34,Tunisian,2.99,0.35,1.61,1.15,1A100
John,Parker,Female,28,Senegalese,0.35,1.61,3.22,0.71,2C55
James,Baldwin,Female,20,Algerian,2.05,1.81,1.92,3.63,3B88
Kevin,Andrews,Male,34,Cameroonian,0.57,3.49,3.41,0.18,1A100
Barbara,Douglas,Female,36,Senegalese,4.41,2.41,1.64,2.76,1A100
Olivia,Nichols,Female,23,Malian,0.87,4.83,3.55,4.53,2C55
Kendra,Lewis,Male,40,Tunisian,1.82,2.93,3.75,1.38,4D20
Tamara,Thomas,Male,38,Moroccan,4.84,2.43,1.4,4.24,3B88
Melinda,Farmer,Female,38,Algerian,0.8,0.5,4.96,4.47,1A100
Mary,Rice,Female,39,Egyptian,3.3,3.63,4.04,1.33,3B88
Jodi,Haynes,Female,42,Egyptian,0.71,3.67,4.75,3.56,4D20
Joshua,Santos,Male,34,Moroccan,1.68,4.47,0.76,1.91,1A100
Adriana,Lyons,Female,39,Tunisian,0.62,1.82,2.8,3.93,1A100
Jason,Shaw,Male,25,Algerian,4.7,1.64,0.66,4.11,3B88
Gina,Lewis,Female,31,Malian,0.22,0.2,0.04,1.86,3B88
Jesse,Taylor,Female,35,Moroccan,3.59,2.0,1.94,2.48,2C55
Patricia,Figueroa,Female,22,Egyptian,0.3,4.27,2.2,1.19,4D20
Ryan,Rogers,Female,37,Libyan,1.99,4.25,2.22,1.07,3B88
Tommy,Jacobson,Female,33,Egyptian,4.37,4.01,3.5,1.03,3B88
Jessica,King,Female,39,Libyan,1.05,0.23,0.54,0.32,2C55
Norman,Hood,Female,27,Senegalese,1.49,0.78,0.36,3.39,4D20
Megan,Kelley,Female,37,Malian,1.63,1.34,2.3,1.18,4D20
James,Padilla,Female,21,Egyptian,0.41,1.0,1.56,1.89,4D20
David,Willis,Male,38,Malian,0.84,1.55,3.89,2.45,1A100
Thomas,Dixon,Female,18,Senegalese,4.98,1.4,3.41,2.55,4D20
Kathryn,Rivers,Female,36,Algerian,0.25,4.48,1.48,1.59,1A100
Sara,Webb,Male,30,Senegalese,0.98,1.64,2.34,4.43,1A100
Austin,Ross,Female,24,Cameroonian,0.51,4.42,2.21,0.26,2C55
Ann,Li,Male,28,Senegalese,4.88,4.06,2.49,2.46,4D20
Teresa,Erickson,Female,20,Cameroonian,1.54,0.22,1.46,3.54,1A100
Sergio,Rogers,Male,45,Egyptian,1.56,3.69,4.1,1.92,3B88
Kevin,Morales,Female,20,Senegalese,4.77,2.54,0.31,4.33,2C55
Donna,Robbins,Female,35,Malian,3.29,2.25,3.43,4.76,2C55
Robert,Wilson,Male,20,Libyan,0.26,0.73,0.55,1.13,4D20
Jennifer,Owen,Female,41,Algerian,1.0,0.21,2.25,2.95,4D20
Mary,Wells,Male,29,Malian,4.54,3.23,2.04,0.27,2C55
Jason,Brown,Male,22,Cameroonian,3.9,0.08,4.34,3.75,3B88
Kimberly,Jackson,Female,29,Senegalese,0.58,2.58,0.95,3.93,3B88
Laura,Garcia,Female,27,Cameroonian,2.51,2.79,1.8,3.04,4D20
Shannon,Robles,Female,22,Egyptian,3.31,0.57,4.42,4.19,1A100
Julie,Martinez,Female,45,Malian,4.73,0.38,1.2,1.3,3B88
Aimee,Roberts,Female,30,Libyan,1.83,4.45,4.12,4.77,4D20
Lindsey,Dickson,Female,20,Malian,3.31,2.03,3.47,2.93,3B88
Tammy,Ross,Male,26,Libyan,4.99,0.26,2.61,4.49,4D20
Jennifer,Anderson,Female,18,Moroccan,4.52,2.1,1.79,1.75,1A100
Leon,Deleon,Male,33,Libyan,1.25,1.93,2.16,3.71,3B88
Zachary,Carter,Male,20,Malian,4.21,4.62,3.93,1.24,3B88
Stephen,Fox,Male,29,Tunisian,4.48,0.58,2.93,0.21,4D20
Sheri,Zimmerman,Female,35,Moroccan,0.57,4.72,0.33,3.42,4D20
Grace,Davis,Male,20,Tunisian,1.02,1.76,2.74,1.78,1A100
Matthew,Sanchez,Male,30,Tunisian,0.27,1.34,0.3,3.82,2C55
Cassie,Mendoza,Female,38,Senegalese,1.43,1.14,2.11,0.83,3B88
Wanda,Miller,Male,37,Moroccan,2.8,1.79,1.8,2.16,2C55
Shawna,Johnson,Female,18,Moroccan,4.71,3.32,0.84,2.68,3B88
Mary,Anderson,Male,45,Egyptian,2.27,1.37,1.72,3.05,4D20
Darrell,Merritt,Female,43,Senegalese,1.04,0.85,1.97,2.39,1A100
Jennifer,Smith,Female,22,Algerian,1.0,4.88,2.8,2.02,1A100
Michael,Smith,Female,43,Cameroonian,1.04,1.9,4.6,4.63,3B88
Jacob,Sullivan,Male,30,Algerian,4.72,4.03,3.82,0.12,2C55
Karen,Mcbride,Male,21,Libyan,1.03,2.18,0.61,1.79,1A100
Shelia,Larson,Male,37,Libyan,3.88,2.3,4.63,4.28,1A100
Emily,Spencer,Female,21,Libyan,2.65,2.77,4.76,3.56,3B88
Andrew,Henry,Female,35,Tunisian,4.47,4.44,1.8,1.72,2C55
Patricia,Nelson,Male,44,Egyptian,0.66,0.13,4.6,4.94,3B88
Lori,Stokes,Male,32,Moroccan,1.68,4.78,1.32,2.06,3B88
Christian,Watts,Female,42,Cameroonian,0.03,1.55,3.97,1.47,4D20
Jessica,Beard,Female,37,Algerian,1.45,4.88,0.85,3.07,3B88
Abigail,Rios,Male,33,Senegalese,2.39,2.62,2.91,3.91,3B88
William,Scott,Male,39,Cameroonian,1.03,0.43,1.23,3.89,2C55
John,Burke,Female,27,Algerian,4.44,3.9,3.97,4.84,4D20
Ross,Whitaker,Female,19,Moroccan,0.89,0.76,3.04,3.28,4D20
Kyle,Snyder,Male,32,Algerian,0.08,3.13,2.04,1.76,3B88
Sarah,Allen,Female,29,Moroccan,4.85,4.55,3.73,4.29,4D20
Loretta,Miller,Female,23,Libyan,1.96,1.53,1.69,0.53,1A100
Shannon,Hampton,Male,36,Cameroonian,2.01,2.59,0.19,2.79,2C55
Amy,Smith,Female,19,Senegalese,2.91,1.81,3.74,0.61,3B88
Lauren,Allen,Male,29,Egyptian,2.73,1.41,1.59,2.44,1A100
Dustin,Brown,Female,35,Algerian,0.74,2.5,2.05,2.99,1A100
Jennifer,Riley,Male,29,Moroccan,2.57,3.99,3.01,0.23,3B88
Laura,Wilson,Male,43,Tunisian,1.29,4.32,3.06,0.22,1A100
Jennifer,Bauer,Female,29,Egyptian,4.87,1.87,1.82,2.03,1A100
Julie,Stevens,Female,34,Cameroonian,4.69,4.04,3.54,3.76,1A100
Todd,Parsons,Male,20,Tunisian,1.37,3.93,3.06,4.73,3B88
Sarah,Ward,Female,23,Cameroonian,2.67,0.66,1.33,3.42,2C55
Mary,Reese,Female,26,Malian,4.57,4.24,4.9,4.68,1A100
Lisa,Keller,Female,29,Moroccan,2.06,1.75,3.76,0.38,4D20
Matthew,Jarvis,Female,18,Senegalese,0.39,4.2,4.46,2.79,2C55
Adam,Hammond,Male,25,Libyan,0.51,1.32,4.37,4.71,4D20
Patrick,Moon,Male,44,Egyptian,4.07,3.35,4.93,2.43,1A100
Eric,Bryan,Male,44,Tunisian,2.24,3.79,0.45,4.66,4D20
Sean,Manning,Male,22,Tunisian,4.1,3.16,2.62,1.37,2C55
Jacob,Scott,Male,23,Senegalese,3.35,0.19,3.37,2.8,2C55
Marissa,Kramer,Female,26,Malian,1.93,3.62,1.05,2.49,2C55
Aaron,Spencer,Male,31,Libyan,4.56,4.55,3.56,2.24,3B88
Jennifer,Chavez,Male,33,Cameroonian,4.76,1.85,4.67,0.09,2C55
Nathan,Miller,Female,19,Senegalese,0.8,2.81,3.93,4.95,2C55
Justin,Gordon,Female,25,Senegalese,4.75,4.93,3.33,2.62,3B88
Ryan,Armstrong,Female,43,Senegalese,3.9,2.48,0.46,1.55,4D20
Steven,Melendez,Female,45,Senegalese,0.74,0.29,4.06,1.05,3B88
Kelly,Johnston,Female,42,Egyptian,2.07,4.9,3.44,3.28,4D20
Marilyn,Taylor,Male,45,Senegalese,0.33,0.41,4.33,0.32,1A100
Michael,Steele,Female,35,Libyan,3.49,3.79,0.41,4.15,3B88
Cynthia,Flowers,Male,38,Algerian,0.69,4.69,4.51,0.6,1A100
Donald,Holden,Female,44,Algerian,1.82,4.85,0.7,2.93,3B88
Thomas,Navarro,Male,19,Egyptian,0.84,1.72,3.65,2.1,3B88
Jennifer,Schwartz,Male,28,Egyptian,1.66,4.97,1.39,4.72,4D20
Amy,Harris,Male,31,Cameroonian,2.21,3.96,1.3,1.71,3B88
Derrick,Briggs,Female,31,Senegalese,1.47,4.09,0.27,1.9,3B88
Michelle,Miller,Female,28,Algerian,3.3,1.43,3.86,3.32,1A100
Maureen,Horton,Male,23,Tunisian,1.51,4.97,4.11,2.23,2C55
Bonnie,Foster,Male,32,Tunisian,0.45,2.19,0.72,1.57,1A100
Alexandra,Navarro,Male,24,Senegalese,0.4,2.56,3.04,2.35,4D20
Kathryn,Hernandez,Male,21,Senegalese,4.58,3.38,2.01,0.86,1A100
Christopher,Garcia,Male,38,Egyptian,0.75,2.73,0.08,4.16,4D20
Diana,Cordova,Male,27,Tunisian,1.45,4.08,0.13,2.75,3B88
Jennifer,Robinson,Female,42,Cameroonian,2.35,1.68,0.25,4.33,3B88
Elizabeth,Gonzales,Male,45,Cameroonian,4.01,0.58,0.54,1.1,2C55
Jessica,Jones,Male,31,Libyan,2.29,1.82,1.26,2.33,3B88
Michael,Burns,Female,45,Libyan,0.39,2.09,4.13,2.23,1A100
William,Ellison,Male,21,Cameroonian,3.2,3.69,1.21,3.95,1A100
Amy,Clark,Female,31,Cameroonian,4.14,0.15,2.47,0.41,4D20
Cheryl,Martin,Female,40,Algerian,2.08,4.5,3.98,0.98,2C55
Michael,Mitchell,Female,32,Malian,4.62,0.3,1.75,2.44,1A100
Carl,Hernandez,Female,40,Malian,4.23,2.82,2.89,2.51,1A100
Dana,Martinez,Male,19,Egyptian,1.86,3.36,4.99,3.18,2C55
Paul,Murray,Male,40,Algerian,4.14,0.09,3.8,1.49,3B88
Sarah,Robinson,Male,20,Tunisian,0.7,3.76,0.72,2.03,3B88
Cynthia,Ellison,Male,32,Senegalese,0.5,4.19,1.21,0.14,4D20
Stephanie,Lee,Female,33,Cameroonian,4.35,1.32,2.46,0.64,4D20
Tyler,Brewer,Male,45,Libyan,1.7,1.4,1.1,0.96,1A100
Lucas,Lane,Male,25,Egyptian,2.5,1.78,4.6,2.65,3B88
Tammy,Conner,Female,44,Libyan,1.19,2.58,0.68,3.73,1A100
Heather,West,Female,39,Moroccan,4.67,2.61,2.09,2.97,2C55
Sheila,Riley,Female,43,Senegalese,1.94,0.44,1.72,4.31,4D20
Benjamin,Dunn,Female,26,Cameroonian,3.94,3.15,0.38,2.25,2C55
Lisa,Nichols,Male,26,Algerian,0.66,0.73,4.21,1.9,4D20
David,Clayton,Male,40,Egyptian,3.65,1.99,2.92,4.44,2C55
Sharon,Owens,Female,25,Tunisian,0.98,2.48,2.79,3.89,4D20
Hannah,Martinez,Female,28,Moroccan,1.36,0.43,0.85,4.07,3B88
Christopher,Evans,Female,33,Malian,3.29,2.36,3.42,4.01,3B88
Kimberly,Hernandez,Female,23,Egyptian,4.41,2.17,1.43,2.5,3B88
Michael,Mcneil,Female,20,Cameroonian,1.52,1.92,4.61,0.44,2C55
Wendy,Tucker,Male,37,Moroccan,2.25,0.7,4.92,1.39,2C55
William,Lewis,Male,32,Algerian,2.67,4.37,1.01,4.98,1A100
Cheryl,Salas,Male,43,Moroccan,2.84,0.34,1.03,4.84,4D20
Sandra,Li,Female,39,Tunisian,1.14,2.71,3.43,1.71,4D20
Melinda,Roberts,Female,44,Algerian,2.55,1.1,2.44,0.27,2C55
Jared,Rush,Female,19,Moroccan,2.44,2.24,2.87,3.07,2C55
David,Johnson,Female,27,Algerian,2.75,4.56,4.2,0.52,1A100
Kimberly,Marsh,Female,26,Algerian,2.82,4.73,3.91,3.11,1A100
Cheryl,Wolfe,Male,24,Senegalese,4.83,1.57,2.51,4.68,3B88
Joseph,Holland,Female,33,Cameroonian,4.05,0.35,0.35,2.65,1A100
Christina,Hicks,Male,33,Senegalese,1.33,1.33,4.12,2.51,3B88
